"_id","userId","eventType","metadata","workflowId","templateName","templateType","created"
"62e0277ceb88cb35c41596d2","5e1bfb604231d840ef7103d8","marked_scam",,"TestWERC","benefitsSuspension.html","letter","2022-07-26T17:42:20.807Z"
"62e02779eb88cb35c41596d1","5e1bfb604231d840ef7103d8","marked_real",,"TestWERC","ssa_replacementCardClean.html","email","2022-07-26T17:42:17.332Z"
"62e02773eb88cb35c41596d0","5e1bfb604231d840ef7103d8","email_details_expanded",,"TestWERC","ssa_replacementCardClean.html","email","2022-07-26T17:42:11.438Z"
"62e0276deb88cb35c41596cf","5e1bfb604231d840ef7103d8","marked_real",,"TestWERC","medicareReview.html","letter","2022-07-26T17:42:05.428Z"
"62e02726eb88cb35c41596ce","5e1bfb604231d840ef7103d8","marked_real",,"TestWERC","walmart.html","webpage","2022-07-26T17:40:54.128Z"
"62e0271feb88cb35c41596cd","5e1bfb604231d840ef7103d8","marked_scam",,"TestWERC","ssa_optOut.html","email","2022-07-26T17:40:47.272Z"
"62e026f7eb88cb35c41596cc","5e1bfb604231d840ef7103d8","marked_scam",,"TestWERC","ssaFbClear.html","webpage","2022-07-26T17:40:07.718Z"
"62e026c6eb88cb35c41596cb","5e1bfb604231d840ef7103d8","marked_real",,"TestWERC","amazon_maskDelivery.html","email","2022-07-26T17:39:18.483Z"
"62e026c3eb88cb35c41596ca","5e1bfb604231d840ef7103d8","email_details_expanded",,"TestWERC","amazon_maskDelivery.html","email","2022-07-26T17:39:15.345Z"
"62e026bfeb88cb35c41596c9","5e1bfb604231d840ef7103d8","marked_scam",,"TestWERC","mySocialSecurity.html","webpage","2022-07-26T17:39:11.159Z"
"62e026b8eb88cb35c41596c8","5e1bfb604231d840ef7103d8","marked_real",,"TestWERC","ssa.html","webpage","2022-07-26T17:39:04.186Z"
"62e026b2eb88cb35c41596c7","5e1bfb604231d840ef7103d8","marked_scam",,"TestWERC","redcross_covidRelief.html","email","2022-07-26T17:38:58.531Z"
